customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,churn_pred
C100157,Female,1,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,66.92,2653.61,Yes,0.49271393857072443,No
C100158,Male,1,Yes,Yes,36,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,34.38,1170.92,No,0.571178877650464,Yes
C100159,Male,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.46,5658.35,Yes,0.7650685165247719,Yes
C100160,Female,1,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,37.75,2237.88,No,0.26099541519393105,No
C100161,Male,0,No,No,30,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,66.57,2017.49,Yes,0.7424993104575756,Yes
C100162,Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,76.38,3664.25,Yes,0.33630272535519534,No
C100163,Female,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),41.31,1207.41,No,0.09034535496265175,No
C100164,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.1,294.56,No,0.7387093635737891,Yes
C100165,Female,1,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,71.15,4006.99,No,0.6992728967957014,Yes
C100166,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,No,Credit card (automatic),70.36,1323.33,Yes,0.3414272228506694,No
C100167,Male,1,No,No,72,No,Yes,No,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,29.13,2178.28,No,0.23299671139865408,No
C100168,Male,1,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.35,3411.51,Yes,0.6379696971852893,Yes
C100169,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,49.98,1145.48,No,0.5073737254744451,Yes
C100170,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,60.86,1067.82,No,0.422436903793764,No
C100171,Female,1,No,No,18,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,45.47,802.0,Yes,0.5308555336800704,Yes
C100172,Female,0,No,No,68,No,No phone service,DSL,No internet service,No,No internet service,No,Yes,No,One year,No,Mailed check,40.19,2676.68,No,0.1285335342979147,No
C100173,Female,0,Yes,No,59,No,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.65,2395.39,No,0.48753454434426663,No
C100174,Male,0,No,No,52,Yes,Yes,No,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,26.78,1404.66,No,0.10219951002553761,No
C100175,Male,1,Yes,No,21,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),42.78,937.07,No,0.3908123151980547,No
C100176,Female,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.32,2861.28,No,0.48979891254701635,No
C100177,Male,0,No,Yes,11,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,60.45,677.71,No,0.45900550194633405,No
C100178,Male,1,No,Yes,17,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,Two year,Yes,Electronic check,39.32,649.67,No,0.2527935510931822,No
C100179,Male,1,Yes,No,41,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Electronic check,70.77,2943.97,Yes,0.7890016530014523,Yes
C100180,Female,1,No,Yes,53,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,46.94,2482.79,No,0.5522765168144151,Yes
C100181,Male,1,No,No,21,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,73.61,1548.35,Yes,0.7415336411350807,Yes
C100182,Female,0,No,Yes,52,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),65.93,3436.08,Yes,0.19983120715263758,No
C100183,Female,1,No,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),34.86,234.0,Yes,0.4240230975225271,No
C100184,Female,1,Yes,Yes,56,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),51.99,2930.46,Yes,0.30176686768826316,No
C100185,Male,0,No,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,39.68,1808.0,No,0.36588806643333893,No
C100186,Female,1,No,No,17,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),57.23,1031.86,No,0.45527364867618686,No
C100187,Female,0,No,No,28,No,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,62.28,1754.75,Yes,0.453711279201948,No
C100188,Male,0,No,Yes,24,No,No,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),25.89,603.93,No,0.24751890058733866,No
C100189,Male,1,Yes,No,7,No,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,39.81,361.04,Yes,0.3976982017724975,No
C100190,Male,0,No,No,70,Yes,No,No,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,32.84,2329.43,No,0.45830021736538146,No
C100191,Female,1,No,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.0,884.73,No,0.32754300039338535,No
C100192,Male,1,Yes,No,57,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,Yes,One year,Yes,Electronic check,67.38,3867.2,Yes,0.6232141006223667,Yes
C100193,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,62.44,1886.87,Yes,0.4808945061650702,No
C100194,Female,0,Yes,No,35,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),47.56,1666.92,Yes,0.3219849099731621,No
C100195,Male,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.24,441.5,Yes,0.3645661664380292,No
C100196,Female,0,No,Yes,61,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,40.99,2491.8,No,0.14588680226827425,No
C100197,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,One year,Yes,Mailed check,60.29,2950.05,No,0.2981135046398906,No
C100198,Female,1,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,63.08,4182.51,Yes,0.6602618418624787,Yes
C100199,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.17,257.47,Yes,0.8186923653156539,Yes
C100200,Male,0,Yes,Yes,25,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),38.83,955.1,Yes,0.31850605512900554,No
C100201,Female,0,Yes,No,30,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31.49,999.37,Yes,0.28566540739313645,No
C100202,Male,0,No,No,69,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),48.45,3329.7,No,0.25366927462086614,No
C100203,Female,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,51.12,1136.76,Yes,0.14616918086112576,No
C100204,Female,1,No,Yes,66,Yes,Yes,No,No,No internet service,No,No,No,No internet service,One year,No,Mailed check,26.12,1666.23,Yes,0.17648247981541998,No
C100205,Male,0,No,Yes,66,No,No,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,56.77,3744.13,No,0.6864192832559315,Yes
C100206,Male,0,No,No,65,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.64,3400.84,No,0.3662453661008951,No
C100207,Female,1,Yes,Yes,8,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),54.52,385.83,No,0.10363676695972782,No
C100208,Male,1,Yes,Yes,36,Yes,Yes,No,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,28.37,1016.2,No,0.5113658159406425,Yes
C100209,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,64.85,352.87,No,0.2875515778940773,No
C100210,Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.95,2997.12,No,0.23233361763094595,No
C100211,Male,1,No,Yes,23,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),53.44,1143.34,No,0.23886716773656916,No
C100212,Male,0,No,No,47,No,No,Fiber optic,No internet service,No,No,No,Yes,No,One year,No,Credit card (automatic),54.23,2520.35,No,0.27008274517824477,No
C100213,Female,1,No,No,69,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.42,4597.19,Yes,0.7531595982776428,Yes
C100214,Male,1,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,54.05,180.25,Yes,0.5460106211825451,Yes
C100215,Female,0,No,Yes,34,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,72.34,2483.13,Yes,0.6737970148229525,Yes
C100216,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.69,4605.3,No,0.4421639059018573,No
C100217,Male,1,Yes,No,63,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,66.51,4230.57,No,0.4350510254217989,No
C100218,Female,1,No,Yes,12,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,One year,Yes,Electronic check,60.61,736.25,Yes,0.6157219438018152,Yes
C100219,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),36.08,142.83,No,0.25336426182922794,No
C100220,Female,0,No,No,72,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),34.32,2481.54,No,0.34538767415587524,No
C100221,Female,1,No,No,57,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,33.44,1896.07,Yes,0.6267043086832089,Yes
C100222,Female,1,Yes,No,34,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),52.58,1801.77,No,0.231340875593907,No
C100223,Female,0,No,Yes,51,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,54.35,2743.89,No,0.35052622512108284,No
C100224,Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,46.52,1442.63,No,0.47100204815290253,No
C100225,Male,0,No,No,71,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,58.78,4170.79,No,0.10529184558163052,No
C100226,Male,0,Yes,Yes,50,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.32,3664.62,No,0.44173493397836183,No
C100227,Female,1,No,No,13,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,62.64,868.67,No,0.1395663515944397,No
C100228,Male,1,No,Yes,39,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),52.83,2044.83,No,0.15940352276098219,No
C100229,Male,0,No,No,8,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,36.66,279.4,Yes,0.45608417180045846,No
C100230,Female,0,No,No,35,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),42.86,1468.3,Yes,0.39507711274298485,No
C100231,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,One year,Yes,Mailed check,44.47,3172.74,No,0.15280898940179685,No
C100232,Female,0,No,No,25,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,44.54,1092.39,Yes,0.5837820777071313,Yes
C100233,Female,1,No,Yes,68,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),66.21,4508.03,No,0.16903803835735284,No
C100234,Female,1,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,61.08,266.56,Yes,0.5542576019060016,Yes
C100235,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),66.46,2464.02,No,0.5288991889257697,Yes
C100236,Female,0,No,No,56,No,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,34.82,1969.95,Yes,0.4460305878695381,No
C100237,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,One year,Yes,Mailed check,67.18,4355.14,No,0.36296128216661006,No
C100238,Female,0,Yes,Yes,38,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),43.38,1653.87,No,0.2630472970772428,No
C100239,Female,1,No,No,60,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),73.5,4433.3,Yes,0.47092432031356557,No
C100240,Female,0,No,No,59,Yes,No,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,41.36,2458.21,Yes,0.5131473878304518,Yes
C100241,Male,1,No,No,42,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,One year,No,Electronic check,58.2,2455.72,No,0.5364651857630472,Yes
C100242,Female,1,No,No,52,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),56.56,2987.71,Yes,0.3885373954538885,No
C100243,Female,0,Yes,No,34,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.03,1304.96,No,0.17102498970677693,No
C100244,Male,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,41.39,399.28,No,0.4901279476616924,No
C100245,Female,0,Yes,No,1,Yes,No,No,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,29.91,57.97,No,0.413259302315521,No
C100246,Female,0,No,No,18,Yes,No phone service,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,34.15,636.75,No,0.4068622122901415,No
C100247,Female,1,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),74.17,3611.56,No,0.5750531578582836,Yes
C100248,Male,1,Yes,Yes,64,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,67.39,4336.16,Yes,0.5943354022215287,Yes
C100249,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),70.85,3832.45,Yes,0.3658659825914102,No
C100250,Male,1,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,67.43,79.23,No,0.6241888243880809,Yes
C100251,Male,1,No,No,42,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),71.95,3041.52,Yes,0.6056214605426542,Yes
C100252,Male,1,No,No,65,No,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.57,3876.34,Yes,0.5986751170929975,Yes
C100253,Male,1,No,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),75.8,4178.57,Yes,0.5754624010140464,Yes
C100254,Female,0,Yes,Yes,44,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,45.42,2012.2,No,0.2815893211246375,No
C100255,Male,1,No,Yes,35,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),38.06,1329.4,No,0.10315649254995543,No
C100256,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.09,1902.41,Yes,0.5671082145114895,Yes
C100257,Male,1,No,No,17,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,43.92,730.44,Yes,0.6114394315707229,Yes
C100258,Male,0,Yes,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,47.62,2687.86,Yes,0.35906033640535356,No
C100259,Male,0,Yes,No,69,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,44.97,3105.93,No,0.3953856203620736,No
C100260,Male,0,Yes,Yes,39,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,26.96,1064.55,No,0.2169690819827562,No
C100261,Female,0,Yes,No,5,No,Yes,DSL,No,Yes,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),29.41,155.61,No,0.16429514952897994,No
C100262,Female,1,No,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.36,3703.12,Yes,0.773446640678312,Yes
C100263,Female,1,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.6,1201.74,Yes,0.6110852085251528,Yes
C100264,Female,1,Yes,Yes,35,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,64.08,2322.72,Yes,0.6681536556628066,Yes
C100265,Male,1,Yes,Yes,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),42.06,499.23,No,0.3338728237967583,No
C100266,Male,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.42,2694.77,No,0.7039560817904179,Yes
C100267,Male,0,Yes,No,44,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),61.75,2754.5,No,0.42796776259385727,No
C100268,Male,1,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,42.05,98.63,No,0.10903168566550371,No
C100269,Female,1,No,No,33,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),59.38,1971.84,Yes,0.5550798337826427,Yes
C100270,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.51,3357.59,Yes,0.3843853165332555,No
C100271,Male,1,No,No,41,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),56.3,2349.05,No,0.6858329654325325,Yes
C100272,Male,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),62.51,536.26,Yes,0.17679088664134784,No
C100273,Female,1,Yes,No,34,Yes,No phone service,No,Yes,No,No,Yes,No,No,One year,No,Mailed check,22.24,801.5,No,0.14738071507308803,No
C100274,Male,1,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,47.3,2952.22,Yes,0.3818698115532789,No
C100275,Female,0,No,Yes,44,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,41.17,1877.49,No,0.06615247721660092,No
C100276,Female,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes,One year,No,Mailed check,70.4,1733.98,No,0.2150828535343649,No
C100277,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,72.01,513.68,Yes,0.446082599935221,No
C100278,Female,0,No,Yes,49,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,73.49,3607.34,Yes,0.6525625436403002,Yes
C100279,Female,0,Yes,No,27,Yes,No,DSL,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,33.72,919.35,No,0.29104425140664697,No
C100280,Female,0,Yes,No,50,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.44,3248.42,Yes,0.7134152620886783,Yes
C100281,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),56.4,2175.71,No,0.5029504139398787,Yes
C100282,Female,0,No,No,64,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),71.42,4561.83,Yes,0.5321695310434372,Yes
C100283,Female,0,Yes,Yes,44,Yes,No,No,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,34.83,1526.55,Yes,0.15195791015817,No
C100284,Female,1,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.09,2351.12,Yes,0.7691519970916064,Yes
C100285,Male,1,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,63.02,1983.52,Yes,0.5420971468583786,Yes
C100286,Female,0,No,Yes,50,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,27.96,1364.38,Yes,0.19759915632153116,No
C100287,Female,0,No,Yes,3,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,43.16,164.32,Yes,0.5007415980035461,Yes
C100288,Male,0,No,No,7,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,66.85,422.82,Yes,0.39613970934937764,No
C100289,Male,0,No,No,51,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,36.82,1866.52,No,0.252870754357015,No
C100290,Female,0,Yes,No,43,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),71.0,3045.7,No,0.1422333702733473,No
C100291,Female,1,Yes,Yes,36,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),57.19,2030.66,No,0.3219254344227886,No
C100292,Male,0,No,No,66,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,One year,No,Electronic check,56.95,3748.64,Yes,0.3447179175427194,No
C100293,Male,0,Yes,No,70,Yes,Yes,No,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),27.35,1904.3,No,0.17480737117050787,No
C100294,Male,0,No,No,56,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.84,2305.88,Yes,0.5454464508712119,Yes
C100295,Male,1,No,No,25,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),46.46,1105.83,Yes,0.472660172822675,No
C100296,Male,1,No,No,4,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),29.94,112.06,No,0.14281615876162232,No
C100297,Female,1,Yes,No,49,Yes,No,No,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),33.43,1665.2,No,0.11494781634115404,No
C100298,Female,1,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),44.64,2448.28,No,0.31388381298566903,No
C100299,Female,1,No,No,3,No,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,Yes,Electronic check,66.68,145.25,Yes,0.4243388262406973,No
C100300,Female,1,No,No,47,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),66.48,3125.48,No,0.23423602117073636,No
C100301,Male,0,No,Yes,50,No,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),40.36,2011.66,Yes,0.3307831537251131,No
